jiu5-hi5	鰇魚
ui5-kian3	違建
ui5-kim3	違禁
ui5-kin	圍巾
ui5-king2	違警
ui5-ko2	遺稿
ui5-kok	為國
ui5-kuan	圍觀
ui5-kuann	為官
ui5-kui	違規
ui5-kun	圍巾
ui5-kut	遺骨
ui5-lah8	圍獵
ui5-lan5	為難
ui5-lau7	遺漏
ui5-le7	違例
ui5-liu5	遺留
ui5-loo5	圍爐
ui5-pang	圍枋
ui5-pin5	圍屏
ui5-pin5	為憑
ui5-pio	圍標
ui5-poo2	圍捕
ui5-pue7	違背
ui5-san2	遺產
ui5-sian7	為善
ui5-siann5	圍城
ui5-sik	違式
ui5-sing	為生
ui5-sing3	遺性
ui5-siok8	遺俗
ui5-siong7	遺像
ui5-sit	遺失
ui5-siu2	為首
ui5-sng3	違算
ui5-song	遺孀
ui5-su	遺書
ui5-su7	為事
ui5-te5	為題
ui5-thai	為胎
ui5-tham5	圍懸
ui5-the2	遺體
ui5-the3	為替
ui5-thuan5	遺傳
ui5-tiau5	圍住
ui5-tik	遺德
ui5-tiong	為中
ui5-tiunn3	帷帳
ui5-tok8	遺毒
ui5-too2	圍堵
ui5-tsah8	圍截
ui5-tsah8	圍閘
ui5-tsau5	圍剿
ui5-tshiunn5	圍牆
ui5-tsi2	為止
ui5-tsi2	遺址
ui5-tsiam3	圍佔
ui5-tsik	遺跡
ui5-tsik	遺蹟
ui5-tsing	遺精
ui5-tsing3	為政
ui5-tsing3	為證
ui5-tsiok	遺囑
ui5-tsiong	違章
ui5-tsok	遺作
ui5-tsok8	遺族
ui5-tsu2	為主
ui5-tsu2	遺子
ui5-tsu7	圍住
ui5-tsun2	為準
ui5-tu2	桅抵
ui5-tue5	為題
ui5-ua2	圍倚
ui7-ah	畫押
ui7-bai5	畫眉
ui7-bing5	為名
ui7-gam5	胃癌
ui7-giap8	為業
ui7-guan5	位元
ui7-ho5	為何
ui7-hoo7	畫號
ui7-hoo2	畫虎
ui7-hu2	胃腑
ui7-hu5	畫符
ui7-huan7	為患
ui7-hue	畫花
ui7-hun5	畫痕
ui7-iam7	胃炎
ui7-ik8	胃液
ui7-ing	胃癰
ui7-jiat8	胃熱
ui7-jin5	為人
ui7-jiok8	胃弱
ui7-ka	畫家
ui7-kang	畫工
ui7-khan	畫刊
ui7-khau2	胃口
ui7-khi3	胃氣
ui7-khoo	畫箍
ui7-ki	位居
ui7-ki2	為己
ui7-kiann3	畫鏡
ui7-kiat	畫結
ui7-kng3	畫卷
ui7-ko2	畫稿
ui7-kong	為公
ui7-ku	位居
ui7-lam2	胃荏
ui7-lang5	為人
ui7-le7	為例
ui7-liau7	畫料
ui7-ong5	為王
ui7-oo	畫烏
ui7-phoo2	畫譜
ui7-ping	衛兵
ui7-pinn7	胃病
ui7-poo3	畫報
ui7-sak	畫sak
ui7-san2	胃散
ui7-siong3	畫相
ui7-siong7	畫像
ui7-sng	胃酸
ui7-soo3	位數
ui7-soo3	為數
ui7-su	為私
ui7-su7	為事
ui7-sun5	畫巡
ui7-te5	畫題
ui7-thiann3	胃痛
ui7-thiap	畫帖
ui7-ti3	位置
ui7-ti7	位佇
ui7-tioh8	為著
ui7-tiong3	胃脹
ui7-tng5	胃腸
ui7-too5	畫圖
ui7-tshak	畫tshak
ui7-tsheh	畫冊
ui7-tshu2	為此
ui7-tshu3	位次
ui7-tshu3	位處
ui7-tsiau	畫招
ui7-tue5	畫題
ui7-ue5	畫鞋
ui7-ui7	位位
uih-a2	挖仔
uih-khang	挖空
uih-poo2	挖補
uih8-a2	哎仔
uih8-kai3	劃界
uih8-tsai3	Uih哉8
uih8-tshioh	畫尺
uih/ue8-puah	劃撥
uih/ue8-tshik	劃策
uinn2-a2	ng仔2
uinn2-uinn2	uinn2-uinn2
uinn5-iang5	黃楊
uinn5-ing	黃鶯
uinn5-peh	黃柏
uinn5-tshik	黃粟
uinn5-tsui	黃鵻
un-a2	鰮仔
un-ai3	恩愛
un-ai3	瘟愛
un-gan5	溫顏
un-gi7	恩義
un-giok8	瘟瘧
un-hi5	溫魚
un-hiong	溫馨
un-ho5	溫和
un-hoo7	殷戶
un-hoo7	溫厚
un-hui7	恩惠
un-ik8	瘟疫
un-im3	恩蔭
un-iong5	溫容
un-jian5	仍然
un-jin5	恩人
un-jiu5	溫柔
un-khe	恩科
un-kheh	恩客
un-khin5	慇勤
un-khun5	慇勤
un-khun5	縕蜷
un-khun5	蝹蜷
un-khut	冤屈
un-kip	恩給
un-kong	恩光
un-kong3	恩貢
un-kuan3	溫罐
un-kue5	溫鮭
un-liong5	溫良
un-luan2	溫暖
un-lun	溫lun
un-pan5	溫瓶
un-pang5	溫房
un-si	恩施
un-sia3	恩赦
un-sik	溫室
un-sin5	瘟神
un-sio	溫燒
un-sip8	溫習
un-sit8	殷實
un-siu5	恩仇
un-su	恩師
un-su3	恩賜
un-sun5	溫純
un-sun5	溫馴
un-sun7	溫順
un-sut	恩恤
un-tai3	溫帶
un-tau7	溫豆
un-thiong2	恩寵
un-thun	溫吞
un-tian2	恩典
un-tik	恩德
un-too7	溫道
un-too7	溫度
un-tsha	溫差
un-tsheh	溫冊
un-tshng5	溫床
un-tsing5	恩情
un-tsing5	溫情
un-tsioh	恩借
un-tsioh8	溫石
un-tsiu	溫州
un-tsiu2	溫酒
un-tsu2	恩主
un-tsu2	恩子
un-tsuann5	溫泉
un-tsun2	恩准
un-tsun5	溫存
un-uan3	恩怨
un-ui	恩威
un2--lang5	允--人
un2-a2	塭仔
un2-a2	溳仔
un2-a2	穩仔
un2-bi5	隱微
un2-bih	隱匿
un2-bit8	隱密
un2-gu2	隱語
un2-ham5	隱含
un2-he2	隱火
un2-hi2	允許
un2-hian7	隱現
un2-hing5	隱形
un2-ho2	穩好
un2-hong	隱瘋
un2-hui3	隱諱
un2-iann5	穩贏
un2-iu	隱憂
un2-ju7	隱喻
un2-khng3	隱khng3
un2-khun3	穩睏
un2-ki	隱居
un2-kian7	穩健
un2-kiann7	穩健
un2-koo3	穩固
un2-ku	隱痀
un2-ku	隱居
un2-lai5	穩來
un2-lang5	允人
un2-lik8	隱匿
un2-mia5	隱名
un2-mua5	隱瞞
un2-ping	隱冰
un2-po5	穩婆
un2-po5	隱婆
un2-sik8	隕石
un2-sim	穩心
un2-sing3	隱性
un2-sio	隱燒
un2-sit	允穡
un2-su	穩輸
un2-su	隱私
un2-su7	隱士
un2-sun7	穩順
un2-tang	穩冬
un2-tang3	穩當
un2-than3	穩趁
un2-ting7	穩定
un2-tiu7	晚稻
un2-tsai7	允載
un2-tshan5	穩田
un2-tshik	穩粟
un2-tshin	允親
un2-tsia2	隱者
un2-tsing5	隱情
un2-tsong5	隱藏
un2-tsu2	穩主
un2-tsun2	允准
un2-tui7	隕墜
un2-tun3	允頓
un2-tun7	隱遁
un3-bak8	搵墨
un3-bun7	慍悶
un3-hi5	塭魚
un3-huann7	塭岸
un3-iu	搵釉
un3-iu5	搵油
un3-jiong3	醞釀
un3-nua7	搵瀾
un3-tam5	搵澹
un3-te7	塭地
un3-thun3	慍忳
un3-tshan5	塭田
un3-tsiah8	醞食
un3-tsiang3	un3-tsiang3
un3-tsui2	un水3
un3-tsui2	搵水
un3-tsui2	醞水
un3-tue7	塭地
un5--ni2	云--爾
un5-a2	勻仔
un5-bang7	完夢
un5-go5	雲遨
un5-ke	勻街
un5-kue	勻街
un5-lau5	緩流
un5-sio	雲霄
un5-un5	勻勻
un7-be2	運尾
un7-eh	運厄
un7-he3	運貨
un7-hing5	運行
un7-ho5	運河
un7-hue3	運貨
un7-hui3	運費
un7-ik8	un浴7
un7-iong7	運用
un7-ji7	韻字
un7-jiau5	un皺7
un7-kang	運工
un7-kau3	運到
un7-kha	韻腳
un7-khi3	運氣
un7-kim	運金
un7-kiu5	運球
un7-kuan	運棺
un7-lang5	熅膿
un7-lo5	韻鑼
un7-lut8	韻律
un7-mia7	運命
un7-niu5	運糧
un7-puann	運搬
un7-sang3	運送
un7-siau	運銷
un7-sin5	運神
un7-sng3	運算
un7-soo3	運數
un7-su	運輸
un7-te2	運底
un7-thau5	運頭
un7-ti3	韻致
un7-to2	運倒
un7-tong7	運動
un7-too5	運途
un7-tsai3	運載
un7-tshut	運出
un7-tsinn5	運錢
un7-tsok	運作
un7-tue2	運底
ut--si2	屈--死
ut--tioh8	屈--著
ut-au2	屈拗
ut-au3	鬱懊
ut-aunn2	鬱aunn2
ut-bun7	鬱悶
ut-he2	鬱火
ut-he7	鬱下
ut-hoo7	鬱雨
ut-ik	鬱抑
ut-ip	鬱悒
ut-juah8	鬱熱
ut-khau2	鬱口
ut-khi3	鬱氣
ut-khiau	屈曲
ut-khui3	鬱氣
ut-khut	鬱屈
ut-kim	熨金
ut-kim	鬱金
ut-lo5	鬱勞
ut-lo5	鬱癆
ut-lui2	鬱壘
ut-ngeh	屈莢
ut-ngeh	熨鋏
ut-ngueh	熨鋏
ut-poo5	屈苞
ut-sann	熨衫
ut-si2	屈死
ut-sik	鬱色
ut-siong	鬱傷
ut-sua	鬱痧
ut-tau2	熨斗
ut-tiau5	鬱tiau5
ut-tik	鬱竹
ut-tsih8	鬱折
ut-tsik	鬱積
ut-tsim2	屈枕
ut-tsing3	鬱症
ut-tsun5	鬱船
ut-uan	屈彎
ut-ut	鬱鬱
ut8-pang7	鷸蚌
ut8-tshiang3	ut8-tshiang3
a-ian5-bang7	亞鉛網
a-ian5-kio5	亞鉛橋
a-ian5-kong2	亞鉛管
a-ian5-pan2	亞鉛板
a-ian5-pan2	亞鉛版
a-ian5-phiann2	亞鉛鉼
a-ian5-phinn3	亞鉛片
a-ian5-suann3	亞鉛線
a-ian5-thang2	亞鉛桶
a-ian5-thih	亞鉛鐵
a-ian5-thoo3	亞鉛套
a-jiat8-tai3	亞熱帶
a-pan-hiann5	亞班橫
a-po5-tsinn5	亞婆錢
a-se-a	亞細亞
a-se3-a	亞細亞
a-un7-hue7	亞運會
a-hu5-iong5	阿芙蓉
a-ian5-si	阿鉛絲
a-kau2-khi3	阿狗氣
a-kau2-khui3	阿狗氣
a-kiong7-a2	阿共仔
a-ko-sia3	阿哥舍
a-kong-tau7	阿公豆
A-li2-san	阿里山
a-li2-sim	阿里參
A-li2-suann	阿里山
a-mi5-a2	阿眉仔
a-nai2-niu5	阿奶娘
a-nia5-ueh	阿娘喂
a-phian3-bin7	鴉片面
a-phian3-gian3	鴉片癮
a-phian3-hue	鴉片花
a-phian3-hun	鴉片薰
a-phian3-iu2	鴉片友
a-phian3-khun3	鴉片睏
a-phian3-ko	鴉片膏
a-phian3-kong2	鴉片管
a-phian3-kut	鴉片骨
a-phian3-li7	鴉片痢
a-phian3-sai2	鴉片屎
a-phian3-sian	鴉片仙
a-phian3-thau3	阿片透
a-phian3-thoo5	鴉片塗
a-phian3-tong2	鴉片黨
a-phian3-tsi2	鴉片籽
a-phian3-tsing	鴉片精
a-phian3-tsiong3	鴉片將
a-phian3-tsiu2	鴉片酒
a-po5-tsinn5	阿婆錢
a-put-to2	阿不倒
a-sa2-lih	阿莎力
a-sap-mih8	阿圾物
a-sia3-kiann2	阿舍囝
a-sia5-le5	阿闍梨
a-song2-tsu2	阿嗓子
a-tat8-tsi2	阿達子
a-tok-a2	阿啄仔
a-too-li5	阿闍梨
a-phian3-kui2	鴉片鬼
ah-lang2-hi3	壓籠戲
ah-loh8-sing3	壓落性
ah-loh8-te2	壓落底
ah-loh8-tue2	壓落底
ah-be2-tshiu2	押尾手
ah-be2-tsiunn2	押尾槳
ah-he3-kheh	押貨客
ah-kui7-kim	押櫃金
ah-pio-kim	押標金
ah-put-to2	壓不倒
ah-tang-te5	押冬茶
ah-thau5-tsiunn2	押頭槳
ah-bo2-hiann7	益母艾
ah-a2-kiann2	鴨仔囝
ah-a2-tan	鴨仔癉
ah-a2-thng	鴨仔湯
ah-be2-tsui	鴨尾椎
ah-bi5-a2	鴨咪仔
ah-bo2-it	鴨母乙
ah-bo2-leh8	鴨母笠
ah-bo2-phann3	鴨母冇
ah-bo2-te5	鴨母蹄
ah-bo2-tshau2	鴨母草
ah-bo2-tshiu7	鴨母樹
ah-bo2-tsu	鴨母珠
ah-bu2-it	鴨母乙
ah-bu2-leh8	鴨母笠
ah-bu2-phann3	鴨母冇
ah-bu2-te5	鴨母蹄
ah-bu2-thau5	鴨母頭
ah-bu2-tiau5	鴨母潮
ah-bu2-tshau2	鴨母草
ah-bu2-tshiu7	鴨母樹
ah-bu2-tshui3	鴨母嘴
ah-bu2-tsu	鴨母珠
ah-bu2-tue5	鴨母蹄
ah-hing5-a2	鴨雄仔
ah-hiong5-siann	鴨雄聲
ah-kha-bok8	鴨跤木
ah-kha-hiann7	鴨跤艾
ah-kha-hiunn	鴨跤香
ah-kha-pe5	鴨腳扒
ah-kha-pe5	鴨腳爬
ah-kha-phe5	鴨腳皮
ah-kha-phue5	鴨腳皮
ah-kha-se2	鴨腳黍
ah-kha-sik	鴨腳稷
ah-kha-sue	鴨腳黍
ah-kha-sue2	鴨腳黍
ah-kha-te5	鴨腳蹄
ah-kha-tshiu7	鴨腳樹
ah-kha-tsiunn2	鴨腳掌
ah-kha-tue5	鴨腳蹄
ah-kian7-tin5	鴨腱籐
ah-ku-a2	鴨痀仔
ah-lut-a2	鴨角仔
ah-nng7-bin7	鴨卵面
ah-nng7-hing5	鴨卵形
ah-nng7-jin5	鴨卵仁
ah-nng7-soo3	鴨卵燥
ah-nng7-tshenn	鴨卵青
ah-nng7-tshing	鴨卵清
ah-nng7-tshinn	鴨卵青
ah-sai2-sik	鴨屎色
ah-te5-se2	鴨蹄黍
ah-te5-sue2	鴨蹄黍
ah-thoo5-tsu	鴨土珠
ah-thun5-a2	鴨豚仔
ah-tshui3-hong5	鴨嘴黃
ah-tshui3-phue	鴨嘴蓖
ah-tsih8-hong5	鴨舌黃
ah-tsih8-tshau2	鴨舌草
ah-tue5-sue2	鴨蹄黍
ah-tue5-tshau2	鴨蹄草
ai-ai-hau2	哀哀吼
ai-ai-kio3	哀哀叫
ai-ai-thiu	哀哀抽
ai-ai-tshan	哀哀呻
ai-kam2-sia7	哀感謝
ai-kiu5-su	哀求書
Ai-kip8-kok	埃及國
ai2-tai2-bi7	靄滓味
ai2-tai2-tinn	靄滓甜
ai3-bin7-tsu2	愛面子
ai3-but-but	愛吻吻
ai3-giok8-a2	愛玉仔
ai3-giok8-tsi2	愛玉籽
ai3-hau2-sin5	愛哮神
ai3-hong-sin5	愛風神
ai3-khau3-bin7	愛哭面
ai3-khau3-phe	愛哭胚
ai3-khau3-sin5	愛哭神
ai3-khun3-bak8	愛睏目
ai3-khun3-ioh8	愛睏藥
ai3-khun3-khuan2	愛睏款
ai3-khun3-kui2	愛睏鬼
ai3-khun3-sin5	愛睏神
ai3-kok-khuan5	愛國環
ai3-kok-sim	愛國心
ai3-kok-thau5	愛國頭
ai3-kok-tsiam	愛國針
ai3-ni-ni	愛拈拈
ai3-ping2-ko	愛炳膏
ai3-pinn3-bin7	愛變面
ai3-sim-sim	愛心心
ai3-sui2-tsinn	愛媠精
ai3-the2-bian7	愛體面
ai3-the2-bin7	愛體面
ai3-tik-hua5	愛德華
ai3-tshap-su7	愛插事
ai3-iong2-iann5	隘勇營
ai3-iong2-liau5	隘勇寮
ai3 iong2-suann3	隘勇線
ak-tsak-he2	齷齪火
ak-tsak-hue2	齷齪火
ak-tsak-juah8	齷齪熱
ak-a2-tshai3	沃仔菜
am-poo5-the5	庵埔啼
am-bak8-kue	掩目雞
am-kok8-ke	掩咯雞
am-sui2-gu5	掩水魚
am-inn-a2	腌嬰仔
am-kong2-siam5	腌管蟬
am-kue-kuann	醃瓜干
am-kue-poo2	醃瓜脯
am-kue-thang5	醃瓜蟲
am-kue-tsi2	醃瓜籽
am-gong7--e5	闇戇--个
am2-be5-a2	泔糜仔
am2-be5-hue	泔糜花
am2-muai5-a2	泔糜仔
am2-muai5-hue	泔糜花
am2-phinn7-ko	泔鼻哥
am2-pinn2-khang	泔扁孔
am2-pinn2-ko	泔扁糕
am2-pinn2-tinn	泔扁甜
am2-thng-sai2	泔湯屎
am2-thng-thng	泔湯湯
am2-tsham-oo7	泔參芋
am2-boo5-ke2	湮模粿
am2-kih-kih	湮咯咯
am3-bak8-bak8	暗墨墨
am3-bin5-bong	暗眠摸
am3-bok8-bok8	暗漠漠
am3-bong-bong	暗摸摸
am3-bong-sa	暗摸捎
am3-hak8-kuan2	暗學館
am3-khang-a2	暗孔仔
am3-ki3-hoo7	暗記號
am3-king-a2	暗間仔
am3-kua3-tsiau2	暗掛鳥
am3-kui2-a2	暗鬼仔
am3-lau5-a2	暗樓仔
am3-niau-niau	暗貓貓
am3-oh8-a2	暗學仔
am3-poo-a2	暗晡仔
am3-put-tsinn7	暗不靜
am3-siong-hue7	暗相會
am3-te5-sik	暗茶色
am3-te7-a2	暗袋仔
am3-tioh8-siunn7	暗著想
am3-tsinn7-a2	暗靜仔
am3-tso3-tsing7	暗做靜
am3-tsut-tsut	暗卒卒
am3-uann3-tsiau2	暗晏鳥
am5-khang-kau	涵孔溝
am5-khang-ku	涵孔龜
am7-khua3-khua3	茂掛掛
am7-a2-kng2	頷仔頸
am7-a2-kun2	頷仔頸
am7-a2-nia2	頷仔領
am7-kng2-au7	頷頸後
am7-kng2-kui	頷頸胿
am7-kng2-kut	頷頸骨
am7-kng2-tsu	頷頸珠
am7-kui-suann3	頷胿腺
am7-kun2-au7	頷頸後
am7-kun2-ke5	頷頸枷
am7-kun2-khu7	頷頸臼
am7-kun2-kun	頷頸筋
am7-kun2-kut	頷頸骨
am7-kun2-mua	頷頸幔
am7-kun2-nia2	頷頸領
am7-kun2-suann	頷頸山
am7-kun2-tshi	頷頸腮
am7-kun2-tsu	頷頸珠
am7-se5-a2	頷垂仔
am7-se5-tau7	頷垂豆
am7-sue5-a2	頷垂仔
am7-sue5-tau7	頷垂豆
am7-ui5-a2	頷圍仔
an-bin5-ioh8	安眠藥
an-hioh-hiunn	安歇香
an-hioh-jit8	安歇日
an-ji7-kui2	安字鬼
an-jian5-tsiam	安然針
an-kam2-siu7	安敢受
an-kiat-mi5	安結綿
an-kinn-tshing3	安更銃
an-ko-la2	安哥拉
an-li2-hue7	安理會
an-lok8-i2	安樂椅
an-lok8-kong	安樂公
an-lok8-o	安樂窩
an-lok8-si2	安樂死
an-ping5-hu5	安平魚
an-sin5-ioh8	安神藥
an-thai-hu5	安胎符
an-ting7-sing3	安定性
an-tsuan5-boo7	安全帽
an-tsuan5-kam2	安全感
an-tsuan5-thui	安全梯
an-tsuan5-to2	安全島
an-tok8-ia5	案牘爺
an-tok8-kong	案牘公
an2-ma2-the2	俺媽體
an2-se3-e5	俺細的
an2-sue3-e5	俺細的
an2-ni-sinn	按呢生
an2-ni2-a2	按呢仔
an2-ni2-senn	按呢生
an2-ni2-sinn	按呢生
an2-tsuann2-iunn7	按怎樣
an2-tsuann2-kong2	按怎講
an2-tsuann2-m7	按怎毋
an3-ni-senn	按呢生
an3-ni-sinn	按呢生
an3-thau5-lai5	按頭來
an3-tsainn2-iunn7	按怎樣
an3-tshat-ham5	按察銜
an3-tshat-si	按察司
an3-tsuann2-iunn7	按怎樣
an3-nai7-tsng7	案內狀
an3-thau5-ting	案頭燈
an5-kui2-kui2	絚鬼鬼
an5-pik-pik	絚逼逼
an5-tauh-tauh	絚篤篤
an5-tiu-tiu	絚丟丟
an5-tong3-tong3	絚當當
an5-tuh-tuh	絚抵抵
an5-koo2-koo2	絚股股
an5-tiuh-tiuh	絚抽抽
ang-a2-bak8	尪仔目
ang-a2-bin7	尪仔面
ang-a2-jin5	尪仔仁
ang-a2-ke3	尪仔架
ang-a2-kio7	尪仔轎
ang-a2-lin5	尪仔仁
ang-a2-mih8	尪仔物
ang-a2-phiau	尪仔標
ang-a2-piau	尪仔標
ang-a2-thau5	尪仔頭
ang-a2-too5	尪仔圖
ang-a2-tshut	尪仔出
ang-i5-po5	尪姨婆
ang-i5-tshui3	尪姨嘴
ang-ke3-toh	尪架桌
ang-keh-toh	尪閣桌
ang-kong-tsoo2	尪公祖
ang-put-song	尪佛桑
ang-a2-boo2	翁仔某
ang-a2-tsia2	尪仔姐
ang-boo2-a2	翁某仔
ang-po5-tui3	翁婆對
ang-tshua7-boo2	翁娶某
ang-tsia2-a2	翁姐仔
ang3-lang2-tshiah	甕籠赤
ang3-te2-hi3	甕底戲
ang3-tue2-hi3	甕底戲
ang3-phinn7-a2	齆鼻仔
ang3-phinn7-siann	齆鼻聲
ang5-bah-a2	紅肉仔
ang5-bah-li2	紅肉李
ang5-bah-to2	紅肉朵
ang5-bah-tshing5	紅肉松
ang5-bah-tshing5	紅肉榕
ang5-bak8-huan	紅目番
ang5-bak8-kainn5	紅目睚
ang5-bak8-kau5	紅目猴
ang5-bak8-kinn5	紅目墘
ang5-bak8-kong2	紅目管
ang5-bak8-lian5	紅目鰱
ang5-bak8-tai	紅目獃
ang5-bak8-tsiau2	紅目鳥
ang5-be2-lo2	紅瑪瑙
ang5-be2-thau5	紅馬頭
ang5-bi2-te5	紅米茶
ang5-bin5-tshng5	紅眠床
ang5-bin7-be2	紅面馬
ang5-bin7-huan	紅面番
ang5-boo7-a2	紅帽仔
ang5-boo7-ing	紅帽纓
ang5-boo7-tsu	紅帽珠
ang5-enn-a2	紅嬰仔
ang5-giam5-kong	紅嚴公
ang5-gik8-tsiam	紅玉簪
ang5-gin5-tsu	紅銀朱
ang5-giok8-lan5	紅玉蘭
ang5-gu5-be2	紅牛尾
ang5-gu5-bue2	紅牛尾
ang5-gun5-tsu	紅銀朱
ang5-hai2-tshai3	紅海菜
ang5-hai2-tsit	紅海鯽
ang5-hai5-ji5	紅孩兒
ang5-han-tsu5	紅蕃薯
ang5-hap8-hue	紅合花
ang5-he5-hue	紅蝦花
ang5-he5-he5	紅霞霞
ang5-hi5-a2	紅魚仔
ang5-hing-tsiau2	紅胸鳥
ang5-ho-ho	紅熇熇
ang5-hong7-sian	紅鳳仙
ang5-hua3-kuann	紅化官
ang5-hue-bi2	紅花米
ang5-hue-hi5	紅花魚
ang5-hue-hu5	紅花魚
ang5-hue-khi7	紅花柿
ang5-hue-ko	紅花膏
ang5-hue-tiam2	紅花點
ang5-hut8-song	紅佛桑
ang5-i3-a2	紅薏仔
ang5-inn-a2	紅嬰仔
ang5-jiat8-penn7	紅熱病
ang5-jiat8-pinn7	紅熱病
ang5-jiau5-se	紅皺紗
ang5-jin5-thoo5	紅仁土
ang5-jit8-a2	紅日仔
ang5-ka-tang	紅茄苳
ang5-ka-tiann	紅茄朾
ang5-kah-hah8	紅甲箬
ang5-kak-tshi3	紅角刺
ang5-kam-sik	紅柑色
ang5-kam-tsing2	紅柑種
ang5-kam-tsia3	紅甘蔗
ang5-kau2-tsan	紅九層
ang5-kau2-tsan5	紅九層
ang5-kau2-tsan	紅校欑
ang5-kau2-bo2	紅狗母
ang5-kau2-bu2	紅狗母
ang5-kau2-hia7	紅蚼蟻
ang5-kau3-tsan	紅校欑
ang5-kau7-khak	紅厚殼
ang5-ke-a2	紅雞仔
ang5-ke-iu5	紅雞油
ang5-ke-jiu5	紅雞榆
ang5-ke-kang	紅雞公
ang5-kha-a2	紅腳仔
ang5-kha-huan2	紅腳反
ang5-kha-kue3	紅腳疥
ang5-kha-tsa2	紅腳早
ang5-kha-tsiau2	紅腳鳥
ang5-kha-tsut8	紅腳朮
ang5-kha-ut8	紅腳鷸
ang5-khau2-sik	紅口色
ang5-khau2-tin5	紅口藤
ang5-ki-ki	紅吱吱
ang5-ki3-ki3	紅記記
ang5-kim-kue	紅金瓜
ang5-kiok-a2	紅菊仔
ang5-kok-tan	紅閣丹
ang5-kong-bau2	紅公卯
ang5-kong-tau7	紅公豆
ang5-kong2-sai	紅管獅
ang5-kong3-kong3	紅絳絳
ang5-kong3-e5	紅貢鞋
ang5-kong3-kong3	紅貢貢
ang5-kong3-tshai2	紅貢彩
ang5-kong3-tuan7	紅貢緞
ang5-koo-hi5	紅姑魚
ang5-koo-hu5	紅姑魚
ang5-ku-ke2	紅龜粿
ang5-kue-hi5	紅瓜魚
ang5-kue-hu5	紅瓜魚
ang5-kue-pio7	紅瓜鰾
ang5-kue-a2	紅雞仔
ang5-kue-iu5	紅雞油
ang5-kue-jiu5	紅雞榆
ang5-kue-kang	紅雞公
ang5-kue5-hi5	紅鮭魚
ang5-kue5-hu5	紅鮭魚
ang5-kun-ting	紅筋疔
ang5-kut-ting2	紅骨頂
ang5-kut-tsua5	紅骨蛇
ang5-la5-pak8	紅蘿蔔
ang5-lak8-kak	紅六角
ang5-lam5-hue	紅藍花
ang5-lau5-bang7	紅樓夢
ang5-lian5-hu5	紅鰱魚
ang5-lik8-a2	紅礫仔
ang5-lik8-kap	紅綠蛤
ang5-lik8-kue5	紅綠鮭
ang5-lin-tshau2	紅奶草
ang5-lin5-thoo5	紅仁土
ang5-lo5-phe3	紅羅帕
ang5-me2-a2	紅猛仔
ang5-mng5-be2	紅毛碼
ang5-mng5-he	紅毛灰
ang5-mng5-hing7	紅毛莧
ang5-mng5-huan	紅毛番
ang5-mng5-hue	紅毛灰
ang5-mng5-kok	紅毛國
ang5-mng5-lang5	紅毛人
ang5-mng5-lau5	紅毛樓
ang5-mng5-po5	紅毛婆
ang5-mng5-thoo5	紅毛土
ang5-mng5-tshau2	紅毛草
ang5-mng5-ue7	紅毛話
ang5-moo-he	紅毛灰
ang5-moo-hue	紅毛灰
ang5-moo-tshau2	紅毛草
ang5-niu5-a2	紅娘仔
ang5-oo-thiap	紅烏帖
ang5-pau-tshiu7	紅包樹
ang5-peh-kak	紅八角
ang5-pha3-pha3	紅泡泡
ang5-pha7-pha7	紅泡泡
ang5-phann3-phann3	紅冇冇
ang5-phe5-kho	紅皮柯
ang5-phe5-sio	紅皮燒
ang5-phe5-tshai3	紅皮菜
ang5-phinn7-thau5	紅鼻頭
ang5-phue5-kho	紅皮柯
ang5-phue5-sio	紅皮燒
ang5-pi-mua5	紅蓖麻
ang5-pueh-kak	紅八角
ang5-sai-kong	紅司公
ang5-sam-tshit	紅三七
ang5-se-ting	紅纓燈
ang5-se-iunn5	紅西洋
ang5-si-liu5	紅絲瘤
ang5-si-suann3	紅絲線
ang5-si-ting	紅絲疔
ang5-si-tshng	紅絲瘡
ang5-si3-kio7	紅四轎
ang5-sian-tsuan5	紅銑泉
ang5-sian-tsui2	紅銑水
ang5-sian7-hi5	紅鱔魚
ang5-sim-a2	紅心仔
ang5-sim-bue2	紅心尾
ang5-sim-peh	紅心柏
ang5-sio2-tau7	紅小豆
ang5-sip8-ji7	紅十字
ang5-siu3-kiu5	紅繡球
ang5-siu3-ue5	紅繡鞋
ang5-sua-hi5	紅沙魚
ang5-sua-hu5	紅沙魚
ang5-suann3-tshau2	紅線草
ang5-tam7-pi2	紅淡比
ang5-tang5-phinn3	紅銅片
ang5-tang5-tsinn5	紅銅錢
ang5-tau2-a2	紅斗仔
ang5-tau7-be5	紅豆糜
ang5-tau7-khoo3	紅豆蔻
ang5-tau7-ping	紅豆冰
ang5-tau7-png7	紅豆飯
ang5-tau7-sam	紅豆杉
ang5-te5-pi	紅茶篦
ang5-thau5-a2	紅頭仔
ang5-thau5-poo3	紅頭布
ang5-thau5-sai	紅頭司
ang5-thau5-sai	紅頭獅
ang5-thau5-tshat8	紅頭賊
ang5-thih-kah	紅鐵甲
ang5-thoo5-ling5	紅土龍
ang5-thoo5-tsu	紅土朱
ang5-thui2-a2	紅腿仔
ang5-ti-bo2	紅豬母
ang5-ti3-tsua5	紅蒂蛇
ang5-tik-tsat	紅竹節
ang5-tik-tsua5	紅竹蛇
ang5-ting-a2	紅丁仔
ang5-ting-a2	紅燈仔
ang5-tiu-tiu	紅丟丟
